City,PM2_5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
Hyderabad,40,83.5,3.29,10.02,12.08,10.45,0.63,2.05,6.77,0.58,2.96,0.15,Satisfactory
Hyderabad,12.7,33.44,5.44,24.38,17.15,21.62,0.34,12,7,0.02,0.22,0,Good
Hyderabad,77.54,164.05,6.67,47.97,30.48,13.56,0.68,8.24,28.19,4.46,34.1,8.92,Moderate
Delhi,393.71,556.17,176.27,65.11,193.77,61.72,3.2,14.5,34.4,11.36,68.54,3.92,Severe
Kolkata,8.41,36.51,5.18,11.01,16.19,11.36,0.36,2.23,26.09,5.73,13.87,2.04,Good
Hyderabad,40.75,70.94,4.77,18.54,13.17,13.62,0.47,4.3,41.73,0.72,0.98,0.15,Satisfactory
Delhi,307.83,503.44,243.94,80.62,112.26,88.24,3.24,20.56,117.6,14.68,60.04,7.2,Severe
Amritsar,154.81,270.25,137.48,23.45,160.94,11.97,2.85,6.79,15.87,5.43,12.43,20.58,Very Poor
Amaravati,26,69.75,7.48,16.07,14.6,12.73,0.85,8.78,3.9,0.1,2.25,0.1,Satisfactory
Delhi,382.38,567.25,24.99,66.79,61.39,59.36,1.46,26.67,61.53,6.75,28.2,1.05,Severe
Hyderabad,26.4,61.06,12.6,31.19,25.56,12.33,0.41,5.9,12.79,1.56,11.88,0.19,Satisfactory
Visakhapatnam,75.5,125.25,3.85,24.1,15.38,10.58,1.03,30.3,36.88,7.8,13.23,9.52,Moderate
Visakhapatnam,63.5,103.5,4.5,29.77,17.85,12.9,1.16,0.1,74.38,3.68,6.17,4.25,Moderate
Delhi,329.59,496.75,25.6,71.96,62.51,49.48,1.93,9.51,33.51,5.86,37.28,0.12,Severe
Delhi,169.09,646.29,10.99,25.88,31.81,31.77,0.66,7.91,45.34,2.72,4.14,0,Severe
Kolkata,87.89,193.04,13.29,27.85,41.1,18.9,0.54,13.19,111.38,7.27,11.87,1.79,Poor
Hyderabad,19.62,82.15,1.88,23.28,13.79,17.63,0.62,5.4,47.93,0.5,6.95,0.09,Satisfactory
Amritsar,37.38,64.68,99.14,45.26,92.79,32.35,0.42,6.68,20.56,3.2,1.13,13.21,Satisfactory
Hyderabad,42.21,83.65,3.15,17,11.58,18.23,0.37,4.12,40.26,0.79,2.53,0.13,Satisfactory
Delhi,149.46,153.77,10.52,32.91,29.16,36.04,14.06,6.1,33.68,1.45,5.42,1.02,Very Poor
Amaravati,54.5,98.5,0.7,16.38,9.3,20.1,0.1,16.55,138.65,0.2,2.45,0,Moderate
Delhi,133.2,334.83,25.99,64.13,75.23,89.33,2.23,16.87,42.76,4.7,5.4,0,Very Poor
Hyderabad,70.5,94,4.2,19.8,22.65,10.47,1.35,11.82,38.78,2.04,10.86,2.15,Moderate
Delhi,411.25,605.85,159.67,62.87,173.82,62.87,3.67,16.25,39.62,14.03,100.98,3.54,Severe
Visakhapatnam,42.25,56,3.42,8.43,7.25,5.03,2.7,16.55,65.02,1.77,4,0.55,Moderate
Chandigarh,12.39,45.5,0.44,8.16,4.66,32.54,0.48,11.64,33.24,2.7,0.45,0.74,Good
Amritsar,132.98,185.33,15.77,10.13,26.72,13.33,0.56,9.86,9.09,2.73,3.28,2,Very Poor
Visakhapatnam,52.5,91.5,2.37,22.45,12.52,8.5,0.98,33.95,97.47,3.9,2.42,0.77,Moderate
Hyderabad,11,29.42,4.58,20.32,12.67,14.22,0.37,7.22,17.32,1.16,5.02,0.24,Good
Amaravati,17,29.25,2.75,9.55,7.33,22.73,0.42,20.77,22.15,0,0.75,0.2,Good
Hyderabad,19,62,133.37,5.92,55.72,5.88,0.15,5.23,57.68,1.1,7.42,1.48,Satisfactory
Delhi,132.38,277.34,47.39,81.82,87.28,38.57,1.77,24.48,19.98,5.08,43.48,0.09,Very Poor
Gurugram,50.36,87.07,4.3,15.96,13.62,71.18,0.76,17.74,55.76,4.51,8.16,19.08,Moderate
Amaravati,75,121,0.88,54.12,29.47,19.72,0.1,6.15,42.63,0.25,9.47,0.2,Moderate
Delhi,114.96,381.76,46.86,93.89,155.11,47.8,5.17,23.9,77.37,6.21,22.52,4.97,Severe
Hyderabad,84.17,137.95,2.41,27.41,13.7,10.54,0.52,6.2,20.68,1.38,13.08,0.29,Moderate
Amritsar,142.34,310.9,26.21,26.15,62.37,52.16,1.71,19.75,102.15,4.09,13.48,25.14,Very Poor
Visakhapatnam,31.25,98.75,6.98,50.1,32.33,10.95,0.24,21.15,6.1,2.8,5.35,1.07,Moderate
Amaravati,15.25,19.5,0.65,4.8,3.1,3.4,0.45,10.88,24.5,0.17,0.6,0.1,Good
Amritsar,26.77,51.75,20.75,20.16,32.19,13.22,0.9,8.23,43.77,1.3,1.1,8.82,Satisfactory
Hyderabad,13.62,37.15,1.8,16.2,10.05,12.43,0.34,5.65,29.31,0.16,0.89,0.02,Good
Amritsar,160.54,297.75,145.79,41.67,187.47,8.96,5.79,11.57,26.16,27.94,16.39,27.29,Very Poor
Delhi,147.85,332.28,114.08,50.3,186.18,28.05,1.64,10.56,105.63,8.63,103.88,4.23,Very Poor
Delhi,358.94,555.09,133.21,93.37,159,51.7,3.69,17.44,14.14,9.03,85.58,3.48,Severe
Delhi,396.8,581.48,204.77,84.77,227.61,64.02,4.57,18.15,37.94,14.22,105.88,6.98,Severe
Kolkata,15.27,28.55,11.91,20.83,32.74,8.55,0.56,3.99,8.36,23.94,22.23,1.93,Good
Delhi,253.16,364.54,34.53,51.98,59.84,57.39,1.41,11.27,25.82,4.51,18.98,0.1,Severe
Delhi,198.97,338.97,19.26,34.44,39.95,31.8,7.54,3.57,12.36,3.72,6.59,3.73,Very Poor
Delhi,52.53,183.24,19.38,66.89,43.39,23.5,1.21,13.31,62.5,2.17,21.18,0.19,Poor
Delhi,257.71,376.24,44.87,63.66,76.82,51.49,1.29,18.9,31.05,7.44,53.55,1.31,Severe
Delhi,254.27,374.62,21.25,48,43.54,54.63,1.61,8.82,21.78,6.28,36.85,1.12,Severe
Amritsar,8.73,12.61,30.38,11.4,33.05,12.19,0.86,5.58,43.02,1.33,1.43,2,Good
Hyderabad,67.71,150.15,3.83,65.74,38.04,19.23,0.91,5.69,26.94,2.89,20.24,1.68,Moderate
Amaravati,102.25,149.25,2.4,26.05,15.8,21.9,0.1,16.85,91.62,0.28,4.3,0.18,Poor
Hyderabad,32.12,80.8,1.36,27.59,15.76,9.86,0.42,4.47,61.48,0.55,3.68,0.12,Satisfactory
Visakhapatnam,14,209.5,131.32,116.82,168.93,13.27,3.41,12.92,0.58,14.83,38.2,20.28,Poor
Delhi,145.48,185.07,11.3,26.76,33.46,70.58,5.71,3.11,30.79,2.46,3.45,3.09,Very Poor
Hyderabad,16.35,32,3.44,21.24,13.58,11.14,0.44,5.43,15.15,0.84,8.92,0.41,Good
Hyderabad,48.5,121.75,4.2,3.73,4.98,10.07,2.3,8.45,14.95,1.75,8.42,2.75,Moderate
Visakhapatnam,20,62,7.85,32.55,23.7,6.85,0.55,11.2,6.5,4.6,8.8,3.4,Satisfactory
Hyderabad,53.04,128.75,1.56,52,28.87,19.79,0.95,6.63,54.16,2.21,8.91,2.68,Moderate
Delhi,209.44,321.76,24.94,50.07,3.27,51.41,1.62,17.55,57.36,2.89,2.63,0,Very Poor
Visakhapatnam,74.75,186.75,30.88,94,75.1,9.13,2.13,41.22,11.45,9.73,15.12,4.98,Moderate
Delhi,119.16,233.19,21.49,48.24,46.71,41.22,1.25,18.03,66.54,4.38,28.6,9.15,Very Poor
Delhi,319.13,443.45,49.01,67.09,79.02,46.62,2.03,10.64,22.16,5.65,37.77,1.57,Severe
Delhi,140.72,283.41,19.81,56.24,49.82,40.76,1.49,11.88,34.78,4.15,24.06,2.33,Very Poor
Kolkata,121.85,207.18,74.27,79.92,154.28,21.8,0.82,8.24,15.19,29.46,44.8,5.24,Poor
Delhi,497.83,620.93,48.41,56.91,78.04,44.16,2.1,12.16,34.17,5.69,44.32,1.11,Severe
Delhi,137.01,140.54,8.32,28.54,22.78,21.07,12.38,5.5,22.25,1.84,6.9,3,Very Poor
Hyderabad,42.05,109.81,1.34,23.03,13.27,13.98,0.78,7.25,72.62,1.39,9.53,0.98,Moderate
Hyderabad,75,132.25,2.22,30.8,3.03,10.22,0.08,3.5,77.95,0.06,2.11,0,Moderate
Amritsar,24.41,50.76,19.03,13.91,30.52,15.23,0.89,13.29,15.99,3.44,2.12,4.5,Satisfactory
Hyderabad,11,14.94,2.02,18.72,11.53,21.72,0.17,7.23,17.82,0.27,1.28,0.27,Good
Delhi,292.57,611.72,10.65,29.1,28.58,36.13,0.77,5.77,23.07,1.51,6.36,0,Severe
Visakhapatnam,31,73,26.05,28.48,36.3,4.25,0.48,13.03,1.07,1.25,2.9,0.38,Satisfactory
Delhi,334.29,423.37,17.85,61.63,72.74,45.77,2.04,22.49,123.64,3.92,6.75,0,Severe
Visakhapatnam,70.5,85.5,52.3,44.15,60.5,2.5,1.22,9.12,6.3,6.98,14.08,8.53,Moderate
Visakhapatnam,60.5,167.25,11.97,45.8,34.1,5.5,0.09,0.2,1.72,5.45,12.25,2.42,Moderate
Delhi,198.38,372.26,16.91,36.65,40.53,144.33,14.16,11.22,42.5,4.78,8.14,4.86,Very Poor
Delhi,147.59,199.38,16.59,30.64,43.36,81.31,12.18,2.83,37.58,2.92,5.67,10.7,Very Poor
Hyderabad,85,96.25,2.34,17.36,13.04,17.33,0.72,6.26,66.31,0.3,0.7,0.1,Moderate
Amritsar,61.48,85.27,9.44,9.41,18.86,4.65,0.62,7.41,15.88,2.17,2.64,2,Satisfactory
Delhi,248.99,366.78,21.8,52.85,49.49,53.55,1.57,16.74,42.43,6.34,33.17,2.19,Severe
Delhi,501.56,762.45,64.69,51.91,108.51,74.35,2.77,15.67,115.88,6.2,16.71,0.06,Severe
Kolkata,203.6,385.99,290.98,83.79,284.73,44.6,3.2,11.03,5.82,102.26,102.32,15.81,Very Poor
Amaravati,2.25,12,7.5,23.1,18.4,7.2,0.48,12.35,33.1,0.33,1.77,0.18,Good
Delhi,83.12,167.02,12.86,34.71,31.06,31.24,0.72,16.08,62.97,2.7,18.04,0.1,Poor
Amaravati,74.5,120.25,1.73,17.15,10.52,11.92,1.03,12.55,80.17,0.82,2.02,0.1,Moderate
Delhi,27.25,42.92,7.04,15.99,15.24,30.22,0.74,14.59,35.16,1.51,5.86,0,Satisfactory
Delhi,24.24,74.47,12.38,22.5,14.16,21.87,0.49,10.91,57.95,0.56,6.04,0,Satisfactory
Hyderabad,46.7,107,6.11,74.48,44.6,26.78,0.91,14.3,28.37,5.18,30.31,4.77,Moderate
Amritsar,12.66,20.04,13.78,14.48,23.54,11.35,0.68,7.46,40.04,1.3,1.1,8.82,Good
Delhi,205.18,357.12,13.74,47.45,38.8,53.4,1.34,19.73,71.08,5.19,27.93,25.79,Severe
Kolkata,15.02,33.59,3.9,9.78,13.73,6.43,0.28,4.06,18.48,1.77,9.98,0.15,Good
Patna,107.91,143.55,60.01,46.3,66.63,21.02,1.52,12.35,16.58,3.4,7.89,0.9,Poor
Hyderabad,58.25,92.25,9.73,9.88,6.05,14.77,0.2,22.42,93.72,0.02,0.38,0.16,Moderate
Hyderabad,16.75,26.35,3.17,25.75,16.08,11.9,0.22,5.03,25.62,1.35,13.7,13.01,Good
Delhi,160.84,208.09,14.46,31.25,33.99,53.51,15.29,4.26,14.77,4.44,6.33,9.03,Very Poor
Hyderabad,17.62,34.06,8.38,29.15,20.86,16.46,0.4,4.87,11.61,2.76,19.27,2.96,Good
Hyderabad,27.25,85.4,2.48,37.36,21.78,12.36,0.56,9.6,38.5,4.22,20.23,4.8,Satisfactory
Kolkata,16.27,34.43,11.03,10.88,20.35,4.48,0.35,2.24,38.77,15.69,5.96,4.48,Good
Delhi,255.57,377.25,94.73,50.97,56.8,59.69,2.5,32.71,22.83,1.26,3.87,0.07,Severe
Delhi,298.21,483.54,198.32,124.42,240.9,58.58,6.39,34.19,136.38,12.13,39.89,0.91,Severe
Kolkata,17.45,33.82,4.39,21.14,25.51,11.95,0.5,2.74,23.04,20.14,22.09,3.5,Good
Delhi,364.34,582.12,132.16,95.11,165.6,64.8,4.34,17.74,18.61,11.53,95.76,4.85,Severe
Hyderabad,44.25,103.55,1.01,27.55,15.46,14.56,0.58,4.34,59.78,1.15,11.82,0.56,Moderate
Delhi,335.64,522.36,124.53,89.97,162.42,87.31,2.58,22.82,105.88,8.53,28.99,0,Severe
Visakhapatnam,201,648.5,8.53,101.3,60.8,17.75,1.42,48.17,121.62,6.62,10.82,4.5,Very Poor
Visakhapatnam,23.25,48.25,13.6,55.3,40.45,20.07,0.86,7.62,5.65,3.98,10.05,4.3,Satisfactory
Kolkata,20.9,37.87,4.22,12.68,16.92,9.74,0.36,4.15,34.47,4.5,11.06,2.57,Good
Kolkata,72.04,155.75,19.46,67.23,86.59,23.23,0.93,18.75,14.01,24.65,37.33,2.8,Moderate
Delhi,178.95,224.02,15.36,40.25,37.87,76.39,11.27,10.55,30.72,2.25,4.53,2.86,Very Poor
Visakhapatnam,46.75,123.25,65.75,103.12,108.33,8.15,2.23,8.35,3.5,9.25,22.65,10.68,Moderate
Hyderabad,20.8,84.6,3,23.11,14.64,11.47,0.26,7.53,22.3,0.69,2.52,1.05,Satisfactory
Amritsar,72.11,133.63,10.77,82.27,93.04,14.9,1.02,2.97,16.65,10.86,11.02,10.98,Moderate
Amritsar,47.06,61.79,7.75,9.01,16.77,10.07,0.41,4.27,22.3,3.8,1.14,2,Satisfactory
Delhi,136.57,156.03,7.35,28.43,24.98,27.99,11.18,20.96,30.48,1.83,3.96,2.32,Very Poor
Amaravati,1,8.5,17.7,7.55,20.55,7.75,0.49,11.65,25.33,0.2,1.07,0.1,Good
Visakhapatnam,17,42,2.15,6.85,5.38,3.52,0,16.02,34.1,0.08,2.9,0.93,Good
Delhi,46.52,143.52,24.04,42.59,32.37,34.03,1.23,10.01,43.61,2.39,26.93,0.61,Moderate
Kolkata,12.29,28.26,4.16,6.84,11.04,11.32,0.4,5.87,26.96,2.76,9.84,1.14,Good
Patna,45.7,89.38,43.28,43.72,57.13,12.36,1.66,12.19,21.86,1.19,5.18,2.39,Moderate
Delhi,342.39,518.12,104.71,58.51,32.05,92.89,2.36,18.14,82.77,9.4,27.24,0,Severe
Delhi,211.96,266.44,128.67,66.96,58.6,74.94,1.55,25.38,119.68,1.71,6.26,0.07,Very Poor
Hyderabad,71.62,120.35,2.09,38.04,21.85,10.26,0.5,6.51,45.66,2.37,10.27,0.8,Moderate
Kolkata,132.05,241.22,134.37,58.2,193.12,26.75,1.98,7.43,6.99,30.58,54.53,7.45,Poor
Delhi,120.33,166.11,19.02,41.5,1.79,59.46,1.05,14.8,42.56,1.89,3.28,0,Poor
Delhi,433.38,547.49,161.77,80.77,190.59,54.76,4.13,21.55,34.34,12.84,78,4.4,Severe
Kolkata,18.86,52.31,3.26,6.41,9.74,8.28,0.35,6.64,22.43,1.03,9.09,0.48,Good
Amritsar,62.34,154.91,15.84,9.92,21.89,14.56,2.13,26.46,5.33,9.29,2.41,14.8,Moderate
Visakhapatnam,18,34.25,6.85,21.55,17.05,8.4,0.11,5.98,37.4,1.1,1.83,0.12,Good
Hyderabad,14.17,32.88,4.16,24.46,15.7,9.73,0.37,5.81,14.49,1.13,5.95,0.37,Good
Kolkata,6.89,19.74,3.93,7.25,11.23,12.41,0.26,5.95,44.32,0.87,4.71,0.24,Good
Delhi,175.58,329.92,14.17,34.71,36.21,145.79,10.17,4.45,23.61,3.61,6.52,4.34,Very Poor
Amritsar,159.38,317.35,13.11,58.82,71.93,75.63,1.39,6.09,12.02,3.72,8.39,30.3,Very Poor
Hyderabad,12.38,21.92,1.18,9.75,3.06,3.86,0.05,5.28,36.71,0,0.44,0.05,Good
Hyderabad,78.96,157.8,5.36,38.1,24.12,20.49,0.8,3.7,27.7,1.75,10.56,0.29,Moderate
Amaravati,13.75,32.5,2.88,6.92,6,7.15,0.25,6.43,46.08,57.57,71.52,160.8,Good
Patna,91.3,182.88,132.18,77.25,208.09,16.5,2.31,11.44,5.65,2.87,6.64,2.52,Poor
Hyderabad,22.17,48.45,7.12,20.26,16.34,17.97,0.63,8.68,10.96,1.24,4.38,0.46,Good
Visakhapatnam,116.25,207.25,15.85,70.98,50.68,13.73,1.67,12.43,11.27,20.62,32.83,24.35,Poor
Delhi,318.66,447.61,13.26,57.6,45.76,41.38,1.73,14.72,78.23,5.06,31.21,0.22,Severe
Hyderabad,15.75,59.25,1.88,12.13,3.99,3.85,0.13,9.87,31.34,0.1,0.81,0.3,Satisfactory
Visakhapatnam,29.5,61.75,12.87,10.6,16.1,10.8,0.87,17.33,7.57,3.05,9.07,2.75,Satisfactory
Delhi,363.59,559.48,196.06,93.78,226.58,71.95,4.13,17.04,40.62,10.4,81.73,7.39,Severe
Delhi,401.67,559.49,152.73,80.93,179.03,70.18,3.71,17.67,28.25,13.02,85.64,5.6,Severe
Amritsar,224.21,335.14,10.92,32.4,43.33,4.18,1.85,4.97,18.53,6.09,11.05,8.53,Very Poor
Kolkata,22.8,52.03,8.14,31.4,39.52,8.15,0.52,2.4,10.4,17.05,9.36,2.55,Good
Hyderabad,62.21,106.25,6.01,38.93,25.58,14.78,0.53,4.74,16.42,1.74,9.03,0.68,Moderate
Delhi,130.44,265.26,15.34,50.65,45.64,40.92,1.05,14.29,49.47,1.56,6.3,0.38,Very Poor
Hyderabad,79.75,171.3,2.89,35.98,21.35,15.27,0.81,23.54,73.52,3.85,19.26,3.62,Moderate
Hyderabad,15,25.88,5.69,21.67,15.56,9.65,0.39,3.82,27.93,0.31,1.14,0,Good
Visakhapatnam,9.75,57.5,0.35,20.05,10.85,18.23,0.41,1,54.5,2.27,3.92,1.62,Satisfactory
Delhi,116.85,224.15,33.04,63.35,63.98,45.13,1.51,17.8,28.65,3.38,38.62,0.33,Very Poor
Visakhapatnam,77,171,1.95,71.72,39.72,19.08,1.46,12.27,11.98,7.2,11.53,4.3,Moderate
Kolkata,9.86,23.16,5.35,13.08,18.43,8.23,0.47,2.96,22.18,13.98,8.98,2.67,Good
Delhi,287.42,399.78,39.31,50.15,64.99,43.14,1.67,12.99,22.31,6.43,40.98,3.18,Severe
Delhi,306.88,435.08,95.83,46.9,102.65,57.11,2.53,13.88,32.08,10.56,59.93,2.84,Severe
Delhi,330.5,488.36,93.47,97.03,5.43,87.3,2.38,29.46,88.76,4.17,13.47,0.11,Severe
Amaravati,113.5,196,1.85,37.22,21.3,20.47,0.08,11.58,48.5,0.33,3.55,0.18,Poor
Kolkata,10.53,31.58,6.25,10.01,16.29,12.87,0.3,4.32,15.52,1.82,10.25,0.18,Good
Delhi,96.07,104.69,5.75,22.52,22.56,28.96,7.97,22.69,62.28,1.84,4,1.76,Poor
Delhi,284.21,401.74,172.52,59.86,194.41,57.47,3.84,14.66,27.51,10.26,93.79,14.36,Severe
Amritsar,39.31,111.15,14.46,16.64,31.11,10.41,0.4,82.37,37.42,3.16,2.16,9.51,Moderate
Chandigarh,12.31,38.95,2.26,11,7.95,45.08,0.49,7.57,34.52,3.42,0.49,1.04,Good
Delhi,180.07,245.41,140.87,68.43,161.91,37.98,1.82,13.48,49.57,12.19,37.88,3.95,Very Poor
Delhi,127.07,250.5,17.57,43.01,39.34,47.32,1.13,16.21,58.16,3.99,26.83,0.58,Very Poor
Delhi,463.95,701.78,70.94,98.61,121.49,69.01,3.04,17.92,38.1,7.11,49.91,2.78,Severe
Delhi,280.4,540.08,160.29,77.27,173.2,51.81,4.52,19.57,36.01,15.29,145.44,5.51,Severe
Delhi,31.82,83.18,11.06,25.55,24.58,32.83,1.04,8.88,29.45,1.46,14.61,0.69,Satisfactory
Hyderabad,67.88,94,3.91,26.49,28.79,10.33,1.36,4.18,53.25,1.56,6.97,3.28,Moderate
Delhi,34.6,94.75,8.12,23.01,19.79,25.6,0.82,13.05,94.65,1.5,17.64,0.03,Moderate
Visakhapatnam,154.25,276.25,14.2,81.5,54.9,18.52,1.18,17.42,7.15,5.5,9.22,2.43,Very Poor
Amritsar,86.41,292.43,21.81,24.56,46.36,55.01,1.76,3.41,6.54,4.25,12.74,25.8,Very Poor
Delhi,414.95,522.41,106.33,111.17,214.26,71.43,3.82,40.46,117.25,10.06,34.91,4.6,Severe
Kolkata,15.31,35.92,3.25,7.15,10.47,9.49,0.33,5.41,28.1,1.11,8.43,0.63,Good
Delhi,188.18,295.08,59.13,71.53,89.15,31.36,15.97,7.53,33.89,5.38,38.86,37.79,Very Poor
Delhi,626.74,818.43,31.65,125.02,126.71,83.24,2.02,18.9,47.49,5.04,16.5,0.06,Severe
Visakhapatnam,16,22,0.85,11.45,6.4,8.3,0.11,8.1,18.25,0.72,1.8,0.45,Good
Visakhapatnam,68,98.25,4.12,14.5,11.1,12.5,0.61,6.15,56.33,1.65,3.05,0.5,Moderate
Visakhapatnam,8.5,16,1.85,6.82,5.12,14.07,0.41,4.32,9.05,0.6,1.75,0.05,Good
Delhi,245.5,377.67,65.87,54.65,87.87,43.66,2.14,9.9,24.1,8.03,48.09,0.37,Severe
Kolkata,7.44,22.04,4.33,6.37,10.75,8.33,0.28,3.95,21.9,1.11,4.67,0.36,Good
Amritsar,29.93,67.89,22.81,16.02,32.2,12.09,0.62,6.81,64.78,1.3,1.1,8.81,Satisfactory
Delhi,178.76,241.37,31.99,50.28,62.01,40.81,1.37,20.3,51.64,2.79,5.7,0.1,Very Poor
Chandigarh,16.31,36.2,2.59,11.92,8.58,57.01,0.35,9.53,17.64,3.06,0.13,0.97,Good
Delhi,214.41,352.68,116.47,63.64,156.04,68.55,2.81,18.62,76.61,4.32,14.49,0.09,Very Poor
Amritsar,146.65,273.6,18.73,25.3,44.02,48.08,1.01,6.84,8.63,3.45,7.05,27.78,Very Poor
Delhi,414.95,522.41,106.33,111.17,214.26,71.43,3.82,40.46,117.25,10.06,34.91,4.6,Severe
Delhi,264.79,363.35,14.29,41.64,37.15,36.81,1.36,13.14,30.16,3.68,34.16,0.45,Severe
Delhi,256.56,438.78,187.97,70.04,256.46,41.74,2.58,11.78,109.11,12.87,77.32,2.09,Severe
Delhi,147.54,734.63,11.18,23.33,26.86,25.73,0.66,7.06,44.38,1.45,9.91,0,Severe
Chandigarh,13.23,31.86,3.99,14.69,9.15,47.17,0.55,9.48,3.99,4.18,0.28,1.25,Good
Kolkata,16.44,32.61,5.72,15.77,21.5,9.41,0.53,3.6,13.26,19.2,15.5,1.86,Good
Delhi,306.43,423.27,114.06,65.6,125.37,103.78,2.6,13.84,87.81,8.45,30.51,0.06,Severe
Delhi,465.05,655.82,38,98.01,125.93,79.45,1.92,19.45,24.98,6.56,12.22,1.24,Severe
Gurugram,73.34,180.06,14.55,26.56,31.77,13.74,1.08,11.01,51.76,3.05,3.36,7.98,Moderate
Delhi,53.47,158.6,11.77,32.25,28.11,34.48,1.07,9.36,51.02,2.27,22.22,1.31,Moderate
Delhi,55.15,250.72,9.64,28.68,32.33,31.3,0.79,12.86,93.38,0.79,3.46,0,Poor
Visakhapatnam,6.75,41,19.2,29.27,31.2,9.73,0.11,5.18,3.2,2.27,3.23,0.55,Good
Delhi,323.67,453.96,160.29,59.47,161.16,60.84,3.65,13.78,38.47,12.21,83.43,6.29,Severe
Visakhapatnam,43,90.25,7.5,46.05,30.58,9.47,0.96,4.65,16.75,7.83,12.98,5.5,Moderate
Amritsar,8.88,25.98,8.46,9.23,17.57,10.19,0.07,14.96,21.88,3.7,1.14,2,Good
Kolkata,11.25,21.8,4.26,12.36,16.62,10.96,0.39,2.52,13.45,13.38,7.12,2.2,Good
Amritsar,53.62,76.84,8.89,9.1,17.53,11.79,0.75,10.44,29.73,2.1,1.9,2,Satisfactory
Delhi,197.17,344.18,148.11,86.67,169.7,50.51,4.2,20.3,23.14,9.27,87.36,1.89,Very Poor
Delhi,65.23,247.17,10.95,28.89,31.54,26.69,0.64,10.15,93.6,0.75,2.68,0,Poor
Hyderabad,12.17,41.42,1.54,6.79,2.43,4.37,0.08,4.95,37.78,0.1,1.39,0.4,Good
Kolkata,9.36,26.25,2.97,7.79,10.82,9.94,0.33,5.26,29.45,1.1,7.92,0.6,Good
Delhi,289.99,439.62,188,103.81,177.47,70.66,4.58,20.45,132.46,9.46,36.55,0,Severe
Delhi,499.72,677.22,203.4,95.74,232.55,72.83,4.61,21.56,38.27,14.64,101.04,3.28,Severe
Chandigarh,34.29,48.79,3.53,10.18,8.34,48.58,0.48,9.36,14.26,4.2,0.16,0.91,Good
Delhi,420.27,619.7,70.87,64.92,99.98,51.99,3.18,12.2,26.05,8.48,47.15,1.14,Severe
Delhi,105.45,140.92,7.64,39.62,28.36,42.48,0.97,10.36,37.21,3.08,20.38,0,Poor
Kolkata,104.69,210.51,32.88,68,100.87,19.14,1.74,10.43,7.11,24.73,39.15,5.34,Poor
Delhi,235.08,390.72,153.71,58.13,165.74,58.46,3.17,15.44,31.06,11.73,107.26,5.6,Severe
Gurugram,41.72,71.69,5.28,7.13,8.9,4.19,0.7,4.21,52.77,19.19,3.72,13.05,Satisfactory
Hyderabad,6.25,32.42,6.42,19.79,7.88,3.77,0.14,4.8,33.93,0,0.36,0.08,Good
Kolkata,8.51,26.15,7.4,12.2,19.46,10.86,0.37,3.72,17.48,20.18,10.37,2.14,Good
Kolkata,6.25,11.38,4.12,9.4,13.53,9.3,0.29,3.34,11.57,26.5,22.43,1.53,Good
Delhi,108.81,210.04,13.2,56.48,42.63,40.16,1.07,18.85,40.16,3.49,14.34,1.85,Poor
Delhi,318.74,444.49,184.84,42.46,199.03,67.02,2.33,30.41,129.64,6.61,22.63,0,Severe
Visakhapatnam,46.5,113.25,32.08,57.3,56.58,5.95,0.84,25.57,1.4,2.5,5.15,0.82,Moderate
Delhi,247.15,366.08,13.42,48.92,40.27,55.55,1.35,16.54,61.13,5.52,23.88,0.4,Severe
Amritsar,165.06,225.22,17.9,9.57,27.47,12.87,0.44,11.64,3.83,4.05,4.55,2,Very Poor
Kolkata,105.5,190.79,9.46,39.88,49.23,22.89,0.66,15.42,19.6,31.61,39,1.47,Poor
Delhi,78.41,298.52,5.84,30.3,22.81,34.61,1.16,13.79,96.99,2.4,40.12,0.41,Poor
Visakhapatnam,19,27,39.5,40.5,53.65,8.35,0.69,9.53,1.85,8.72,19.38,9.8,Good
Delhi,326.29,556.64,176.94,113.98,217.47,64.26,4.27,19.95,28.68,13.16,91.81,0.62,Severe
Amaravati,39.5,64,3.6,15.75,11.32,14.82,0.64,8.9,27.08,0.32,6.28,0.1,Satisfactory
Delhi,293.6,522.01,119.89,83.21,156.58,60.35,4,15.45,27.15,9.91,71.36,1.72,Severe
Delhi,154.51,240.65,25.94,39.77,52.94,140.44,8.75,4.78,29,5.44,9.44,1.99,Very Poor
Delhi,292.45,426.39,20.09,46.31,45.04,55.38,1.63,11.48,24.04,6.4,23.72,0.27,Severe
Kolkata,34.48,72.79,4.5,18.62,17.76,3.3,0.41,1.98,23.02,5.25,4.37,2.91,Satisfactory
Delhi,304.21,511.63,186.1,87.72,127.88,89.89,4.17,23.6,112.04,13.15,63.1,3.63,Severe
Hyderabad,4.75,9.42,1.82,10.87,3.63,6.85,0.15,5.18,33.37,0.03,1.22,0.25,Good
Hyderabad,39,48,2.52,8.05,1.27,11.86,0.05,1.2,25.5,0,0,0,Satisfactory
Delhi,152.37,249.55,14.05,44.9,1.53,46.47,0.77,24.43,60.63,2.47,5.88,0.49,Very Poor
Hyderabad,17.85,40.25,3.9,21.81,14.08,6.05,0.34,5.6,34.35,0.72,1.28,0.6,Good
Amritsar,152.38,318.58,31.8,47.75,79.54,11.7,2.33,27.87,45.48,5.24,10.61,14.86,Very Poor
